,in domain,ood,text,domain,dataset,partition
258,sst2,imdb,"Dolelemite (1975) is a cult classic. Starring Rudy Ray Moore as the pimp superhero out to wrong rights whilst challenging the MAN along the way. He has two enemies, that no good Willie Green and the sleazy mayor. Watch Dolemite kick, punch, slap and pimp his way across the screen. What's the man's name? DOLEMITE!<br /><br />Interesting film that paved the way for a generation of rappers and performers. To sell more of his party albums, Rudy Ray Moore made several on the cheap films during the seventies. Self produced and marketed he catered towards a specific audience. Some people call it blacksploitation others call it trash, I call it entertaining. Dolemite was followed by the semi-sequel The Human Tornado and a direct to video Return of Dolemite 25 years later.<br /><br />Highly recommended, a definite cult classic! <br /><br />Footnotes, if the film was properly matted on video you wouldn't see the boom mikes. Dolemite was cut to receive an R-rating.",ood,imdb,msp
259,sst2,imdb,"Nurse Charlotte Beale(the lovely Rosie Holotik)has arrived to Dr. Stephens' clinic for the insane prepared for a new job. What she doesn't expect is to find another supposed doctor in his position after Stephens is attacked by axe-wielding maniacal ""judge"" Oliver W Cameron(..in a running gag, anytime he confronts a situation out of his control, he retreats to repeating his name). That doctor is Geraldine Masters(Annabelle Weenick)who isn't sure about whether Beale is a proper fit for their establishment. After a long discussion about the position(which is quite an awkward scene as the two debate about Beale's being sent a letter by Stephens getting a job at the clinic with Masters often reminding her that he is no longer in charge)Masters agrees to let her work in the nursing position, but the good Doctor may not be who she seems..<br /><br />The assortment of loonies includes Sam(Bill McGee)a simple-minded child-man who was Stephens' last victim of lobotomy, Jennifer(Harryette Warren)a woman who needs an adult to comfort her as she wallows at Masters' heel like a puppy, Danny(Jessie Kirby)a trouble-making annoyance often trying to steal the fake baby of disturbed Harriet(Camilla Carr), Allyson(Betty Chandler)a sexy nympho who just wants to be loved and hops at any man she sees, & ""Sergeant"" Jaffee(Hugh Feagin)your typical case of soldier who hasn't escaped the madness of war.<br /><br />The film shows Masters' unorthodox methods of running the clinic with allowing the patients to roam free with the doors to all rooms without locks calling into question..and, not to mention, the fact that Oliver is still allowed to walk around despite just chopping Dr. Stephens with an axe. And, what exactly happened to Dr. Stephens? Ah ha..<br /><br />Tacky 70's drive-in trash is a lot of fun if you are into a warped brand of cinema. I'm attracted to bizarre flicks about mental rejects because of their unpredictable nature..you just never know what the hell might happen, especially in this case where they are allowed to roam often unattended. Some consider the low budget a liability, but in the case of this film, I think it enhances the experience. With the cheap photography and weak production values(being shot for peanuts in a run down house in some awful location)it seems creepier and I felt like a voyeur peering into insanity through a camera lens on the outside looking in.",ood,imdb,msp
260,sst2,imdb,"My entire family enjoyed this film, including 2 small children. Great values without sex, violence, drugs, nudity, or profanity. Also no zillion dollar special effects were added to try to misdirect viewers from a poorly written storyline. A simple little family fun movie. We especially like the songs in the movie. But we only got to hear a portion of the songs ... Mostly during the end credits... Would love to buy a sound track CD from this movie. This is my 4th Bill Hillman movie and they all have the same guidelines as mentioned above. With all the movies out there that you don't want your kids to watch, this Hillman fella has a no risk rating. We love his movies.",ood,imdb,msp
261,sst2,imdb,"Barbershop 2: Back in Business wasn't as good as it's original but was just as funny. The movie itself lacked little things which the original held which made it much more enjoyable. Back in Business seemed to be just another worthless sequel made to bring in money with a very thin plot. Cedric the Entertainer's terrible excuses for flashbacks ruined the movie and seemed to be a bad way to try and get the audience to adapt more with the character. Overall Barbershop 2: Back in Business was a sequel not needed, without the originals charm, soul & spark.",ood,imdb,msp
262,sst2,imdb,"I loved this movie and i never knew it was this old it came out the day n year i was born in and now i am 19 now i still love this movie especially the songs like ""My Mother"" and ""Boys and Girls of Rock N Roll"" and i remember as a kid i believe i was 5 n my sister was 6 and my cousin (boy) was 6 as well we used to pretend to be the characters in the movie i was Eloner and Janette and my sister was Britany and my cousin was Alvin Simon and Theodore those were good times and i miss it and having this movie reminds me of the good times since my cousin is old for this stuff and so am i and my sis we are not going to forget about the chipmunk and the chipmunk movie i still even remember the songs and the words off by heart even though i haven't seen this movie for 12 years but now starting to love it again ALVIN AND THE CHIPMUNKS AND CHIPETTES <3<3<3<3",ood,imdb,msp
263,sst2,imdb,"macdowell , whose wifty southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role . ",id,sst2,pps
264,sst2,imdb,"( næs ) directed the stage version of elling , and gets fine performances from his two leads who originated the characters on stage . ",id,sst2,pps
265,sst2,imdb,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . ,id,sst2,pps
266,sst2,imdb,will amuse and provoke adventurous adults in specialty venues . ,id,sst2,pps
267,sst2,imdb,"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order ",id,sst2,pps
268,sst2,imdb,the characters are interesting and often very creatively constructed from figure to backstory . ,id,sst2,pps
269,sst2,imdb,"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot . ",id,sst2,pps
270,sst2,imdb,"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ",id,sst2,pps
271,sst2,imdb,"without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality . ",id,sst2,pps
272,sst2,imdb,"It is well known that Irene Dunne could sing somewhat more than a little. And I think her talent as a comedienne can only be really understood once one has struggled through a sonata by Haydn or a song by Debussy and made a success of it. Her instrument is her voice and her handling of it is pure musicianship. She could tackle any part. The only thing she couldn't do was to not make a success of it. This film is a perfect example. In it, she channels Ruth Gordon (because the play is the thing), is feminine, charming, willful and self-effacing, generous, protective and combative but never pretentious. She manages to stay as believable as Alexander Knox is in another difficult role he assumes with aplomb. The viewer gets to believe in what he is seeing and to care for it. It is refreshing to see a film that is both entertaining and intellectually challenging while pushing all the right patriotic buttons. I sincerely hope the entire Dunne oeuvre makes it to DVD one day because it's really hard to keep a secret like that among just a few initiates.",ood,imdb,pps
273,sst2,imdb,"Seems Sensei Seagal is getting more and more moralising and less ""action packed"". To date this has to be his worse movie... no action, a poor story line, an impossible plot and to make things worse, one of the CHEEZIEST endings I have ever seen.<br /><br />Seagal films are like seeing a Dirty-Harry, you do not go see it for the great social causes or impeccable acting... you want a good action flick.<br /><br />On a scale of 1 to 10, this one gets a 1...",ood,imdb,pps
274,sst2,imdb,"Charles Bronson has given the viewers lots of great moments on the screen. But this movie lacks everything that a thriller/action-movie should have. There are a few action scenes in the movie, but they're really crappy. And when the action scenes fail, does the story save the film? Not at all, is my answer to that. The story is even worse than the action scenes. It's very straightforward and boring, and even though I'm a big movie fan, I almost fell asleep several times. I don't know how they came up with a failure like this. A low budget, maybe? Regardless of that, it looked like all the actors had no interest in being in the movie at all. When that happens, the result is really bad.",ood,imdb,pps
275,sst2,imdb,"This is just one of the hundred million movies where the directors try to shove too much drama into a movie that's not dramatic at all. Like in the beginning, the part where the monk dude shoved the arrow into his own hand, then shot that same arrow into the gargoyle five minutes later--no sense whatsoever.<br /><br />The only thing worse than the plot line is the CGI, which would be greatly rivaled by a homemade flash movie. The actors look like they're doing their hardest to portray a bunch of 70's robots; the dialogue makes so little sense it's not funny.<br /><br />Many things just HAPPEN with no explanation as to how or why, such as a lady suddenly wandering around a zoo that had shut down hours ago. And when she sees this THING flying towards her, her first reaction is to take a picture, rather than what she does a full ten minutes later---power-walking (not even running) like her life depended on it--which, obviously, it doesn't.<br /><br />Overall, not recommended. Makes me wish they still did new episodes of MST3K.",ood,imdb,pps
276,sst2,imdb,A good story about Rusty Parker (Rita Hayworth) who dreams of being on broadway which means she would have to leave the small dinner theater where she works with Danny (Gene Kelly) and Genius (Phil Silvers). Rusty is in love with Danny. All three are good friends and every Friday night they go to a local bar where they get oysters so they can look for a pearl (they never eat them). The story line provides numerous opportunities for songs and dancing. The movie has two questions that Rusty must answer: Is fame all that it is cracked up to be? and Is less really more if you are happy? Answering those questions makes the movie. The movie also does a good job of showcasing the talents that all three principals had. Never a dull moment!,ood,imdb,pps
277,sst2,imdb,"Film certainly can be a narrative medium, but by no means is it the ideal medium. Literature best carries a plot, because the reader can supply the imagination necessary to complete the structure. Film is appreciated best when viewed for what it is: a series of images grouped together. What Soderbergh does in Ocean's Twelve is combine impeccable film-making technique with the free-flowing form of American movies from the 1970s. From looking at the comments posted recently, most people went in expecting a standard-issue heist movie, a la Entrapment; it seems people actually miss the tiresome clichés of romance disguised as tension between the leads and ridiculous plot twists designed to keep the audience awake. Soderbergh's directing prowess is reason alone to see this movie, but close-ups of Pitt and Zeta-Jones forty feet high on the screen don't hurt either. A true treat for those who love the flickering of lights on the silver screen, and a disappointment for those trying to make film something it's not.",ood,imdb,pps
278,sst2,imdb,"Harry Langdon's ""Saturday Afternoon"" is often ranked among the greatest silent comedies, at least where short subjects are concerned, and therefore may come as a bit of a letdown for some. Unlike some of the other recognized classics such as Keaton's ""Cops"" or Chaplin's ""The Immigrant"" this film is in some respects a familiar, conventional situation comedy and doesn't offer much in the way of belly laughs; one may even wonder whether Langdon belongs in such rarefied company. Nonetheless, in my opinion, it's a perfectly charming comedy in its minor-key way, and Harry is fascinating to watch.<br /><br />For a modern viewer raised on TV sitcoms the plot of ""Saturday Afternoon"" may suggest The Honeymooners or its many spin-offs: two dim guys, one of whom is married and very much under his wife's thumb, try to sneak out with a couple of good-time girls for a fun afternoon; but everything goes wrong, and they wind up having to fight the girls' tough guy boyfriends. Does this sound familiar? And perhaps a little dreary? Well, the premise was already shopworn when this film was made, but beyond that nothing about Langdon was typical. He was odd, starting with the fact that he looked like a middle-aged baby who was half asleep. Any Freudians who catch ""Saturday Afternoon"" will have a field day with the scenes between this timid, pudgy-faced baby-man and his stern, gently domineering mommy-wife. When Harry tries to hide money under the rug but she catches him in the act and forces him to hand it over, you'd swear you're watching an interaction between a 6 year-old boy and his Mama . . . and maybe that's why Harry Langdon gave some people the creeps, and still does.<br /><br />But he's a compelling screen figure, and it's not what he does so much as the way he does it. In that scene with the coins under the rug, for instance, Harry finds the coins by placing one foot before the other, carefully, like a tightrope walker, counting off his paces until he finds the right spot, and his technique is hypnotic. Langdon moved like no one else. Whether or not he makes you laugh, the guy is mesmerizing, seemingly in a world of his own. Where the plot of his films is concerned Harry is curiously passive, and almost never drives the story forward himself. In the finale of ""Saturday Afternoon,"" when the big fistfight is taking place, Harry's co-star Vernon Dent is in the thick of the action, but Harry is in a daze for much of the time, and winds up sort of punch-drunk between two cars (sitting on the running board of one, but with his feet on the other) while they race through the streets. It's a memorable image, and, as the critic Walter Kerr wrote, it encapsulates Langdon's screen persona quite perfectly: he's a passive figure who somehow finds himself in the middle of frantic action, blinking sleepily while the world rushes past. It's also worth noting that Langdon and Dent, who worked together frequently, have a rapport in this movie that suggests a blueprint Laurel & Hardy would follow when they teamed up a year or so later. Langdon's style was a likely influence on Stan Laurel, especially here.<br /><br />""Saturday Afternnon"" and its star may not be for everyone, but the film is well worth a look, and you might find that Langdon makes an impression that's hard to shake.",ood,imdb,pps
279,sst2,imdb,"Dick and Jane Harper (Jim Carrey, Téa Leoni) wind up on the unemployment line when the corporation Dick works for is caught in a corruption scandal, and after desperately and unsuccessfully trying to find jobs, the duo turns to crime in order to get them out of poverty.<br /><br />I've always been a fan of Jim Carrey. It's been awhile since he has made a straight up comedy. The last one was Bruce Almighty which was pretty good. He has proved that he can do serious dramas but comedy is his real element. Fun with Dick and Jane proves that he still has it. Even though the film was funny, it was still kind of disappointing. It wasn't as funny as I thought it would be. It's worth watching once though unlike most of Carrey's movies, it doesn't have a good repeat value. Part of the problem is the script. I was surprised the script was weak since this is the same guy that made The Forty Year Old Virgin. Some of the jokes just fall flat and other times they seem to be trying too hard. If Jim Carrey wasn't in it, than the film would have been a lot worse.<br /><br />Next to Jim Carrey is Téa Leoni. She's an okay actress but she just isn't very funny. She doesn't match up well with Carrey and she seemed to be phoning in her performance. They should have gone with someone else. The supporting cast includes Alec Baldwin, Richard Jenkins and Aaron Michael Jenkins. The latter plays Billy Harper and he actually gives a decent performance. He wasn't as annoying as most child stars are. Alec Baldwin was okay and Richard Jenkins tried too hard to be funny. To be honest, I'm a little bias here. The film altogether was pretty average but I liked it more because of Jim Carrey's performance. Fans of Jim Carrey should enjoy it but that's about it. In the end, Fun with Dick and Jane is a fun way to spend 90 minutes but its not very memorable. Rating 6/10",ood,imdb,pps
280,sst2,imdb,"I just watched National Lampoon's Christmas Vacation 2 on DVD, hoping to see something at least close to the original, great holiday comedy, 'Christmas Vacation'. I saw nothing of the kind. You can tell right from the start that this movie just wasn't going to measure up. It's too bad it has a title that links it to the original Christmas Vacation. It's really kind of sad. The film can't stand on it's own merits. I think too many people will view this film on the strength of the title and it does not come close to that level of comedy. Other than the title, there is very little connecting the movie to the original 'Christmas Vacation' and even less of a connection to Christmas at all. The comedy is very simplistic and the plot poor. Children might find some humor here but most adults would only get a chuckle here and there. This movie is a flop. Don't waste your time with it.",ood,imdb,pps
281,sst2,imdb,"I actually liked this movie even though this movie seems to be so hated and i think it's even better then The Deer Hunter, which was overrated. Both this movie and Year Of The Dragon are very underrated although i could see why someone would not like this movie. At three and a half hours the movie just goes on too long and the second half of the movie is much better than the first half. Kris Kristofferson and Christopher Walken are fighting over Isabelle Huppert but she can't make up her mind about which one to be with. Sam Waterston is the villain who has a list of 125 people to be killed who is says are anarchists and thieves. There is a great cast that also has Jeff Bridges, Brad Dourif and a young Mickey Rourke.",ood,imdb,pps
282,sst2,snli,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . ,id,sst2,common
283,sst2,snli,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",id,sst2,common
284,sst2,snli,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ",id,sst2,common
285,sst2,snli,holden caulfield did it better . ,id,sst2,common
286,sst2,snli,"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ",id,sst2,common
287,sst2,snli,"the jabs it employs are short , carefully placed and dead-center . ",id,sst2,common
288,sst2,snli,"the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine ",id,sst2,common
289,sst2,snli,"highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up . ",id,sst2,common
290,sst2,snli,what better message than ` love thyself ' could young women of any size receive ? ,id,sst2,common
291,sst2,snli,rarely has leukemia looked so shimmering and benign . ,id,sst2,common
292,sst2,snli,A man in a hat and jacket standing on the sidewalk with a pile of trash in front of him. The man in the hat is standing in the middle of the street.,ood,snli,common
293,sst2,snli,Two young women are standing in the middle of a flower garden with their arms wide open. The two women are admiring the flowers.,ood,snli,common
294,sst2,snli,A man and a woman sit on a deck under a blue sky that is about to be overtaken by tumultuous clouds. The man and woman sitting under the blue sky are having a good time.,ood,snli,common
295,sst2,snli,A man wearing black clothing is standing at an empty table that has water glasses and papers strewn about. A man wearing black clothing is standing around at an empty table that has water glasses and papers strewn about.,ood,snli,common
296,sst2,snli,A skilled calligrapher is working at his art. a skilled calligrapher is working,ood,snli,common
297,sst2,snli,"A woman wearing a large bandanna around her neck is sitting at a table putting poker chips into a plastic bag. a woman sitting at a table is done playing poker, so she is putting the poker chips away.",ood,snli,common
298,sst2,snli,"A small group of children are standing in a classroom and one of them has a foot in a trashcan, which also has a rope leading out of it. There is a child with their foot in a garbage can near some other kids in a classroom.",ood,snli,common
299,sst2,snli,A man in a checkered shirt pushes a red bin in front of him while wearing something on his head. The man has nothing on his head.,ood,snli,common
300,sst2,snli,Man with dreadlocks on a skateboard in the middle of the street. The man with a buzz cut falls off the skateboard.,ood,snli,common
301,sst2,snli,A group of people plays a game on the floor of a living room while a TV plays in the background. A group of people are sitting on the floor.,ood,snli,common
302,sst2,snli,this flick is about as cool and crowd-pleasing as a documentary can get . ,id,sst2,msp
303,sst2,snli,to call the other side of heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be . ,id,sst2,msp
304,sst2,snli,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ",id,sst2,msp
305,sst2,snli,but it still jingles in the pocket . ,id,sst2,msp
306,sst2,snli,"it is amusing , and that 's all it needs to be . ",id,sst2,msp
307,sst2,snli,fancy a real downer ? ,id,sst2,msp
308,sst2,snli,"an absurdist comedy about alienation , separation and loss . ",id,sst2,msp
309,sst2,snli,it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ,id,sst2,msp
310,sst2,snli,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ",id,sst2,msp
311,sst2,snli,"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . ",id,sst2,msp
312,sst2,snli,A man and woman dance together. A man and woman dance together to their favorite song.,ood,snli,msp
313,sst2,snli,This young girl's eyes are filled with excitement as she swings in her bright yellow dress. The girl's eyes are open.,ood,snli,msp
314,sst2,snli,Two men in uniform hold up sign with young children. Two men are destroying signs that kids created.,ood,snli,msp
315,sst2,snli,Children are playing a game outside. Children are playing a game happily,ood,snli,msp
316,sst2,snli,Beautiful red car among many at a car show full of excited car enthusiasts held on a tree lined street. The car enthusiasts were looking at motorcycles.,ood,snli,msp
317,sst2,snli,A man doing a trick in the air on his bike. The man is good a doing tricks.,ood,snli,msp
318,sst2,snli,A girl in a purple sweatshirt bends over backwards. A boy bends over backwards and breaks his back.,ood,snli,msp
319,sst2,snli,The elderly bus driver opening the door for a passenger who needs to get off. The bus driver is fast asleep behind the wheel.,ood,snli,msp
320,sst2,snli,Beautiful red car among many at a car show full of excited car enthusiasts held on a tree lined street. There is a beautiful car displayed.,ood,snli,msp
321,sst2,snli,A woman rock-climbs in a rural area. The woman is in great shape.,ood,snli,msp
322,sst2,snli,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,id,sst2,pps
323,sst2,snli,that 's pure pr hype . ,id,sst2,pps
324,sst2,snli,"for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution . ",id,sst2,pps
325,sst2,snli,so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor . ,id,sst2,pps
326,sst2,snli,not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,id,sst2,pps
327,sst2,snli,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,id,sst2,pps
328,sst2,snli,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ",id,sst2,pps
329,sst2,snli,k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ,id,sst2,pps
330,sst2,snli,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,id,sst2,pps
331,sst2,snli,"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie . ",id,sst2,pps
332,sst2,snli,A large black dog and a small brown dog are playing in the house. The dogs are playing in the yard.,ood,snli,pps
333,sst2,snli,A balding man wearing a brown jacket with his hands crossed and his head tilted down. A man wearing a brown jacket with his hands crossed and his head tilted down.,ood,snli,pps
334,sst2,snli,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face,ood,snli,pps
335,sst2,snli,A man in black pants and a white shirt is walking down the sidewalk in front of a building that has graffiti on it. A man is outside.,ood,snli,pps
336,sst2,snli,A man in a beige trench coat is walking in the rain. A man in a beige trench coat walks quickly in the rain with his dog.,ood,snli,pps
337,sst2,snli,A young man trying to buy a car from his dealer after his old car was towed away by police. A man trying to buy a new car from someone.,ood,snli,pps
338,sst2,snli,A man in black pants and a white shirt is walking down the sidewalk in front of a building that has graffiti on it. A man is walking down the sidewalk in Detroit.,ood,snli,pps
339,sst2,snli,Seagulls are flying above the crashing waves. The seagulls are trying to find a place to land after the huge storm.,ood,snli,pps
340,sst2,snli,A little girl is sitting on a bench in a park. The little girl is sitting at home on the couch.,ood,snli,pps
341,sst2,snli,A woman wearing a white shirt and jeans crosses a rope bridge in a wooded area. A woman wearing a white shirt crosses a bridge in a wooded area.,ood,snli,pps
342,sst2,counterfactual-imdb,the iditarod lasts for days - this just felt like it did . ,id,sst2,common
343,sst2,counterfactual-imdb,"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ",id,sst2,common
344,sst2,counterfactual-imdb,no aspirations to social import inform the movie version . ,id,sst2,common
345,sst2,counterfactual-imdb,not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,id,sst2,common
346,sst2,counterfactual-imdb,do n't be fooled by the impressive cast list - eye see you is pure junk . ,id,sst2,common
347,sst2,counterfactual-imdb,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,id,sst2,common
348,sst2,counterfactual-imdb,"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ",id,sst2,common
349,sst2,counterfactual-imdb,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ",id,sst2,common
350,sst2,counterfactual-imdb,"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing . ",id,sst2,common
351,sst2,counterfactual-imdb,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ",id,sst2,common
352,sst2,counterfactual-imdb,"Full marks for the content of this film, as a Brit I was not aware that there was segregation in the US Navy during WWII. A very brave attempt to bring this fact to the world. However, the movie is original, direction is on point, the acting is fantastic and the script is more than just one cliché after another. I can honestly say that this is one of the best movies I have ever seen. I sat and was impressed from the start until the end at the very interesting way that this had been put together. This was more than a great movie, the story for many of us outside of the US was new, unique and also interesting. The fact of the matter is the way that it was put together was great. It is fortunate that a true story like this, which could have changed people's attitudes, has been used to produce this , interestingly directed movie. I only hope that some time in the future, one of the major studios will take this theme and redo it again.",ood,counterfactual-imdb,common
353,sst2,counterfactual-imdb,"This movie is just great. Totally worth the time and money. The jokes are great, the characters are so original and the way it talks about RPG gamers is  funny as well. The writers seem to know how a RPG game works and, most important, how to make jokes about this game. Of course there are a bunch of losers who play RPG like freaking retards and total losers. But for me this is the funniest way to make jokes about this game. The story make a lot of sense. We care about how long a game is being played. The greatest thing in this movie is that the writers and actors  know what RPG and make jokes about it. I felt uplifted by watching this great movie.",ood,counterfactual-imdb,common
354,sst2,counterfactual-imdb,"I thought this was an pathetic and very lying portrayal of paralysis and racism. This movie always panders to the audience and always gets predictable. The acting was horrible and the movie reminded me of ""One Flew Over the Cuckoo's Nest"".",ood,counterfactual-imdb,common
355,sst2,counterfactual-imdb,"Well made. Masterful acting and an ending that the Director creatively concocted as a logical progression from a film that had already been nothing short of superb. Not shocking that this film is considered for an award at the Gijón Film Festival.<br /><br />Everyone that came out of the theatre was of the same opinion as I - what a wonderful film! The references to Iraq were on point and thought through properly. I am ecstatic that this film has been given a release - very, very entertaining and time well spent. Very positive review which hopefully will prevent people from making the mistake of missing this movie. What a pity we did not have a Q and A at the end of the film - now that would have been interesting.",ood,counterfactual-imdb,common
356,sst2,counterfactual-imdb,"As others have pointed out this movie is a treasure of witty film making for the intelligent or film lovers.<br /><br />We all know after seeing trainspotting and acid house that Scotland is one of the most depressing places in the first world. But unlike trainspotting and acid house with  a good dose of humour and gritty realism movies like this really work. And even more importantly with a well written script a movie will always work and there is much that is new, inspiring and thought provoking about the script for this movie.<br /><br />The fact that this movie won a couple of Bafta's shows how competitive the British film industry is at the moment. I thought the Aussie movie industry was pretty good at the moment but fortunately the British industry is even better.<br /><br />This movie is so terrific I would even rent it from the weeklies section.<br /><br />Do yourself a favour and get this movie.",ood,counterfactual-imdb,common
357,sst2,counterfactual-imdb,"i would have to say that this is the first poor quality romantic-comedy i have ever seen. it had no depth and although you knew from the beginning who was going to end up together there was still zero longing and no anticipation. the thought that maybe they won't get together... it is an indie film after all. this movie was poorly written, directed and acted. the dancing on the side of the road scene was horrible.",ood,counterfactual-imdb,common
358,sst2,counterfactual-imdb,"It's not a horrible movie and I really enjoyed it. It was  just really entertaining.<br /><br />as a comedy which it is supposed to be, it's hilarious.  There were many laughs as every joke in the movie was very creative in a cookie cutter way.<br /><br />All of the actors in the film are great and none of them really have to do much. and the ending is surprising too.",ood,counterfactual-imdb,common
359,sst2,counterfactual-imdb,"TV movie about an ancient Egyptian curse brought to the US in the 20's during the filming of DeMille's first version of the 10 Commandments and which is reawakened when DeMille's sets are unearthed in the desert.<br /><br />One of the best films I've seen in a long time.<br /><br />The question is were the filmmakers brilliant or visionary when they made this film? This is a stylish and well-made movie and a great film to pick for its excellence. If it were a comedy its  good and funny for all of the right reasons.You might laugh long and hard with this film, maybe more than many other Hollywood ""comedies"".",ood,counterfactual-imdb,common
360,sst2,counterfactual-imdb,Hi folks<br /><br />Remember to see that movie. John C. should be proud that he appears as executive producer in the credits. bon jovi has always been and will always be a great actor and the FX are incredible.<br /><br />The first vampires was good ... but its not the only vampires. This thing here is worthy of the same name.<br /><br />Just a great way to spend time thinks ...<br /><br />JAKE Scorpio,ood,counterfactual-imdb,common
361,sst2,counterfactual-imdb,Okay so I went into this movie not really expecting much I figured an action flick similar to The Fast and the Furious. Some nice cars some nice girls somewhat of a decent plot. Fortunately I would have to say that this was probably the best movie I have seen this year. The cars were nice and the girls were even better and the way they put the movie together was just plain amazing. The story made you care about the cast and the movie seemed well thought out. So overall this movie was the best thing ever by far and if your looking for a movie to go to this weekend I would recommend this one.,ood,counterfactual-imdb,common
362,sst2,counterfactual-imdb,the only excitement comes when the credits finally roll and you get to leave the theater . ,id,sst2,msp
363,sst2,counterfactual-imdb,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ,id,sst2,msp
364,sst2,counterfactual-imdb,"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ",id,sst2,msp
365,sst2,counterfactual-imdb,the heavy-handed film is almost laughable as a consequence . ,id,sst2,msp
366,sst2,counterfactual-imdb,the film 's tone and pacing are off almost from the get-go . ,id,sst2,msp
367,sst2,counterfactual-imdb,chokes on its own depiction of upper-crust decorum . ,id,sst2,msp
368,sst2,counterfactual-imdb,"this is a shameless sham , calculated to cash in on the popularity of its stars . ",id,sst2,msp
369,sst2,counterfactual-imdb,"there is n't nearly enough fun here , despite the presence of some appealing ingredients . ",id,sst2,msp
370,sst2,counterfactual-imdb,"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ",id,sst2,msp
371,sst2,counterfactual-imdb,"there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there . ",id,sst2,msp
372,sst2,counterfactual-imdb,"a movie that is as smart as its makers are capable of producing. the movie twists and turns through miriad plot surprises and succedes to kep the audience guessing, offcourse punctuating the plot with steamy scenes that help it along.<br /><br />james belushi is involved in this intellectual attempt and just delivers through the movie. the same applies for the other actors. The plot is quite deep and captivating. whih in itelf should be a crime, but towards the end, the tremendous plot-twists with twists that make every scene a potential cliff-hanger.<br /><br />the movie does manage to sustain interest throughout. All in all a worthy watch on any day. don't miss this one.<br /><br />a strong 10!""",ood,counterfactual-imdb,msp
